doc_id,mean_nll_0,mean_gain_128,rel_improve_128
ECSC_4015_1_104F_4015_YR1,4.5367321383568555,1.956433440408399,0.4312428816035397
ECSC_4079_1_104F_4079_YR1,4.373808805404171,1.4200527680497017,0.32467188924562024
ECSC_1022_1_106M_1022_YR1,4.374129867553711,1.827926993370056,0.4178949982553554
ECSC_1022_2_106M_1022_YR2,4.179818830182476,1.6192124384545512,0.3873881869621278
ECSC_1022_3_106M_1022_YR3,4.592268436185775,1.848980264894424,0.4026289600853868
ECSC_1001_1_107F_1001_YR1,4.06048139141452,1.5545273016537389,0.3828431045000307
ECSC_1001_2_107F_1001_YR2,4.319811931733162,1.852910629395516,0.4289331708596178
ECSC_1001_3_107F_1001_YR3,4.360436128800915,1.819390296166943,0.4172496150441862
ECSC_4007_1_107M_4007_YR1,4.535038794240644,1.6081729781243108,0.35461063313651026
ECSC_4054_1_96F_4054_YR1,3.952843058493829,1.845608637121416,0.46690663145747485
ECSC_4062_1_96F_4062_YR1,4.076646497172694,1.7721688204234645,0.4347124092443456
ECSC_4056_1_96M_4056_YR1,4.343354502031881,1.828775819847661,0.42105147507350243
ECSC_1006_1_97F_1006_YR1,3.8821791125882057,1.8233300162899877,0.4696666391248481
ECSC_1006_2_97F_1006_YR2,4.063598712798088,1.855636998530357,0.4566486825301246
ECSC_1006_3_97F_1006_YR3,4.388461531362226,1.8549904536816384,0.42269721186454823
ECSC_1099_1_97F_1099_YR1,4.885026687960471,1.826085627655829,0.3738128252515712
