pair_type,child_id,log_slope_local_resid_diff,auc_log_k_resid_diff,auc_linear_k_resid_diff,early_ratio_resid_diff,mean_gain_128_resid_diff
between,1042_vs_1068,0.10357223168331814,0.747986060798647,37.96305973407047,0.07108778488739875,0.4303292295035359
between,1010_vs_4015,0.04573352093181604,1.035103267979577,36.20800160196774,0.15312515908103352,0.24220678548118824
between,2027_vs_4015,0.04454426912780274,0.009773129674961467,6.4398197866633495,0.00029666172236209043,0.047693517766806526
between,1005_vs_1086,0.021868716460047954,0.2972421242285632,12.391536945366738,0.028083979316236962,0.11856548785818477
between,1005_vs_1003,0.024653086798459678,0.5308672224600883,19.159817103834797,0.0315265940684375,0.1210858943194435
between,1076_vs_1003,0.029256591931803133,0.3001423133140779,12.526647383339139,0.08333071868067354,0.07627809897293569
between,1057_vs_1097,0.10194171327608648,1.2697090821516714,52.43271968817379,0.17878294614491685,0.36305246933564783
between,1036_vs_1053,0.022749733003244788,0.3236223742541915,6.744117471820914,0.002847781032037866,0.061270862023020234
between,1097_vs_1053,0.16527902672848338,1.933313761303539,81.76616569504503,0.11523381827652601,0.6662726509762886
between,1084_vs_1005,0.01819615265761393,0.5311462184584563,18.113909803981926,0.013282126449211895,0.1137186318427923
between,1032_vs_1028,0.09984137724610315,0.8048595789459823,38.33703981710906,0.06809794838313443,0.4301821915790003
between,1032_vs_1097,0.0024731080911035708,0.09045083364037021,2.858439171814524,0.05994264607401223,0.08161557041506429
