pair_type,child_id,log_slope_local_diff,auc_log_k_diff,auc_linear_k_diff,early_ratio_diff,mean_gain_128_diff
between,1056_vs_4054,0.10583206849595211,0.3713621890183827,4.213784117756347,0.17866192589863567,0.23913317861095562
between,1006_vs_1091,3.1271250198583456e-05,0.009003833338522504,0.07866795373061564,0.030884445923048842,0.04884642242423953
between,1092_vs_1083,0.015872901160655595,0.33771776339745685,7.456226291195065,0.05998257781074634,0.01231587394591327
between,1083_vs_1072,0.046911939770036215,0.06041565196793908,8.939638384119093,0.1170629081530381,0.25665655299540435
between,1083_vs_1072,0.046911939770036215,0.06041565196793908,8.939638384119093,0.1170629081530381,0.25665655299540435
between,1006_vs_1056,0.09646788165922826,1.0113564066434222,45.0766944096934,0.027035501307668408,0.39508398031034764
between,1006_vs_1027,0.003555662593973774,0.3941401044894821,11.803210049098539,0.018215095128096714,0.06420387202693578
between,1034_vs_1027,0.027477888787960203,0.1376480255023962,8.121350292044355,0.030662765088576682,0.14392262024264224
between,1020_vs_1055,0.02915355885498855,0.0808056393512846,7.548452612925928,0.06655408700940435,0.09671573619688689
between,1097_vs_1017,0.04145624154258887,0.3098746635740217,2.891692929690862,0.03918987848836364,0.04166603511379585
between,1055_vs_1020,0.00781331726852691,0.32886066405056447,8.503078701082728,0.002327900339718747,0.06419945772617108
between,1035_vs_1042,0.021405211533380486,0.5792717894238106,13.303462078302118,0.13994786549186145,0.008008507927579345
between,1035_vs_1042,0.027411926388686225,0.7084189992384222,16.241939032366247,0.18185026611716348,0.01923151845412896
between,1042_vs_1068,0.09616233697992682,0.6710533288092311,34.468702574218526,0.06207105295684223,0.39984806929865213
between,1010_vs_4015,0.08501670385806331,1.1557112175790007,45.473874332827904,0.10097432981859045,0.3980494387688174
between,2027_vs_4015,0.08647180870668997,0.22174804600460263,18.833549119964715,0.02424398327338717,0.1884050534617514
between,1005_vs_1086,0.0014394410825530057,0.11239490519716089,2.882010415532875,0.05169789678311232,0.019044422718786258
between,1005_vs_1003,0.035428318439889805,0.6567034785310613,24.506762680651747,0.054419632090035086,0.13606662509902878
between,1076_vs_1003,0.05925293937748588,0.7576083371374791,30.252011780440853,0.12289048830812366,0.20984658896923114
between,1057_vs_1097,0.11244190191623049,1.3670341078048005,56.68859456354576,0.18269657021596464,0.4055556064651862
between,1036_vs_1053,0.03921616634776909,0.13365756578990506,1.265744290044239,0.002008345380547172,0.008811363673979056
between,1097_vs_1053,0.16946785929282654,1.9080618327338335,81.48779475823528,0.10667900325789048,0.6813903733607265
between,1084_vs_1005,0.046704680214187666,0.022993905199117037,7.785271274755075,0.016295582752685833,0.12132507255000458
between,1032_vs_1028,0.12459528992490232,0.7082396263576722,39.346554929979334,0.12103852949897598,0.4821653627580209
between,1032_vs_1097,0.004260870018920837,0.0370972593629153,1.6972420469406302,0.0396406640389404,0.08248694289115188
