doc_id,age_months,age_bin,word_count,contrast_W4,contrast_W8,contrast_W16,contrast_W32,contrast_W64
PetMcc_33_N1,73,5-7y,172,-0.15165477514590933,0.6725529504966038,1.8163350573493047,2.019421617521576,1.2155924230248305
PetMcc_33_N2,73,5-7y,105,0.8157954358548716,1.109520541848745,1.9700615465021944,0.9282799300964112,2.0510813431820303
PetMcc_33_N3,73,5-7y,109,0.1964125702983178,1.0062010722214811,1.5533193969067183,0.4231336807855735,1.71205774071388
PetMcc_33_N4,73,5-7y,54,0.9117512166282097,1.1305780995422932,1.3648498919346987,1.7151168020102792,
PetMcc_33_N6,73,5-7y,60,0.4129565929239852,0.5171523495361477,0.24315300987817215,1.3037800277007443,
PetMcc_33_N7,73,5-7y,141,1.786380998583583,1.585617003337491,2.0019442230125124,2.425150304099027,3.0505831771067773
PetMcc_33_N8,73,5-7y,288,2.4768860327974,0.7120030035421948,0.7579609139429718,1.359358025237782,1.2043146125270294
PetMcc_33_N9,73,5-7y,97,0.8423961117538922,0.6723265679697698,0.9280684949617659,0.777760115244346,1.2160117845857072
PetMcc_34_N2,75,5-7y,61,1.713187687727982,1.4159900198126127,1.614282766175716,1.2315890191615593,
PetMcc_34_N4,75,5-7y,138,2.5040005699648673,2.4938121196316865,2.5943312562021563,3.439001144260811,1.424784775397545
PetMcc_34_N5,75,5-7y,186,0.9821834204371281,1.738073256728848,1.4294965624250267,0.9806814601129338,1.7513271560733095
PetMcc_34_N6,75,5-7y,205,1.3954088284146102,0.6775549656217515,2.296257960034502,2.2969692686197525,2.9632037897122365
PetMcc_34_N7,75,5-7y,92,-0.41522735800354976,-0.6079075738986953,1.3257617267490307,1.6544365890743642,0.7403275727030836
PetMcc_34_N8,75,5-7y,93,0.9484175293486573,0.4850625475578141,0.21427901318676223,1.0996725367125209,1.1148558576107301
PetMcc_34_N9,75,5-7y,233,0.2819762344243286,-0.232173298746746,1.5757695536908296,0.631647690020119,0.8276266019356487
PetMcc_35_N1,70,5-7y,57,0.5635157586334895,0.1593819784482951,0.32652791798727593,1.0491645147803175,1.070575144980395
PetMcc_35_N4,70,5-7y,65,1.8132597775543544,0.637975448584964,0.046054643193937504,0.6654505568915462,-0.028263165346755992
PetMcc_35_N8,70,5-7y,67,0.426391898999446,1.4267600670270646,1.8165187022520246,2.182746117112908,
PetMcc_35_N9,70,5-7y,87,0.2188916360422278,0.7422359312698802,0.7518588861000163,2.1115977790057125,2.1925360234154625
PetMcc_35_N11,70,5-7y,163,0.5333120157424355,1.045400275451885,1.8284754393762663,1.7349142914529754,1.8560327537160368
PetMcc_35_N12,70,5-7y,66,-1.5647946100568724,-1.6332123685500803,-1.2204250862046084,-0.6937685552857308,
PetMcc_35_N13,70,5-7y,103,2.135077857256342,2.9961392744680815,2.0532108903742774,3.291664831702627,2.607769610053435
PetMcc_35_N14,70,5-7y,68,-0.692205778965715,0.5690912589091924,0.37236488314000776,0.7551886725769948,0.3055476238060608
PetMcc_36_N5,72,5-7y,99,1.2189897656120785,0.5295171643313868,1.0698586414786029,1.4908244690905879,-0.6644145279299186
PetMcc_36_N6,72,5-7y,65,0.32960864444023524,2.115733979517546,3.7099909073724113,1.8352180641187918,
PetMcc_36_N9,72,5-7y,50,1.820625288561313,3.5159716274036246,2.622782018569319,3.371713457091049,
PetMcc_36_N11,72,5-7y,57,0.9482865184561392,0.18006494489381683,0.9146103377907515,0.2626586202551197,2.101501147947835
PetMcc_37_N1,74,5-7y,56,-1.2380614616389822,0.7110468199781345,-0.47854200730125745,-0.03596751578754964,
PetMcc_37_N2,74,5-7y,58,0.2812368790982806,-0.34001375709589565,0.19410196890345477,0.7998887160422603,
PetMcc_37_N4,74,5-7y,102,1.0826148910802236,2.237906779917782,1.9109087269368705,1.8028526690638949,3.6433678254344453
PetMcc_37_N6,74,5-7y,93,0.4916683138627114,1.108816470107749,1.8012154687549977,2.7014291696976165,2.3887975832752564
PetMcc_37_N7,74,5-7y,54,1.1678385430418639,1.31498099217116,1.5249990958996187,2.686600012937692,
PetMcc_37_N8,74,5-7y,61,-0.4717578270739226,-0.232383853088993,0.4015961764047724,1.0404160382756287,1.8785564925918565
PetMcc_37_N11,74,5-7y,60,2.0118563263324316,1.0920040812642755,2.099609832957835,1.6891221771017086,5.1220768799549115
PetMcc_37_N13,74,5-7y,79,-0.1174660318553327,2.005771002665881,2.8284927196271084,2.3928210076095073,2.5904298359041715
PetMcc_38_N1,66,4-5y,59,2.3791169823042253,2.862456919902917,2.9933112916062092,3.1190942725757016,
PetMcc_38_N2,66,4-5y,92,-0.015846006305818245,0.7778270300688305,0.797658434687868,0.539827193588238,-0.46143666279788553
PetMcc_38_N3,66,4-5y,176,0.9300238609460858,0.7356427333978809,0.793423862389726,1.3820955039447334,0.9720896626701188
PetMcc_38_N4,66,4-5y,93,2.330768039457453,2.2920720539847976,1.756866039680219,1.8564045956410498,1.5582226379174065
PetMcc_38_N5,66,4-5y,96,-0.2819842834133053,1.1417975795513773,1.381563991563235,1.3794804351470467,2.0885218812149575
PetMcc_38_N6,66,4-5y,83,0.4682765527623817,2.470352206077519,1.4558447137098884,2.1826667317659094,0.30178238621146
PetMcc_38_N7,66,4-5y,119,-0.05748482551336454,-0.19511006473504897,0.10660178845173902,1.9729003288973823,0.18724346065671363
PetMcc_38_N8,66,4-5y,167,2.1198091076926597,1.9949927989605627,1.7192827210797168,1.8902468747479533,2.385637198114081
PetMcc_39_N1,78,5-7y,70,0.5491617817115496,0.9526671102922943,1.855997482338121,2.235579927986508,
PetMcc_39_N3,78,5-7y,87,1.3076818284752991,0.3696351690692205,0.9558316387402002,2.0550795586625,2.329767809416784
PetMcc_39_N5,78,5-7y,125,1.0503498587602376,0.5809204016313273,0.24149441193067525,0.30319518601004575,1.2368188067878858
PetMcc_39_N6,78,5-7y,74,0.34732861813600263,-0.7015752494815696,-0.49094888005757537,-0.43507477382135146,-0.1991132295131116
PetMcc_39_N7,78,5-7y,140,0.6760482640344053,1.7258545607441558,1.170113475894189,1.8948488195564692,1.0025437765594616
PetMcc_39_N9,78,5-7y,181,0.0033081041955605648,0.41092500779705604,0.7958688676679108,1.1486949972490998,1.3615037985758904
PetMcc_40_N2,68,5-7y,74,0.2719906866016579,-0.5225161041179157,-0.2814323270951815,0.4486419829198574,1.1699462423052784
PetMcc_40_N4,68,5-7y,135,0.5760445892086418,-0.2854092858231168,0.6214167943754707,1.1724346545042132,0.8017338823799066
PetMcc_40_N5,68,5-7y,118,0.6834495414935172,2.1554373022288775,1.2757237880516399,0.9322106065271812,1.112916154287765
PetMcc_40_N6,68,5-7y,51,0.42710897973422157,-0.04915497217289233,1.1920664471213158,0.21648612332230321,
PetMcc_40_N8,68,5-7y,53,0.3421124758505849,0.09890902116123475,0.384534486111565,1.648704524560066,
PetMcc_40_N9,68,5-7y,106,0.1634806774416441,1.3557105551926691,1.4483011532951588,1.9336462442148346,2.4446501474819504
PetMcc_40_N10,68,5-7y,71,0.1322693089070945,0.5412871310182622,-0.2035929765140878,0.4046122515407084,-0.5543277649357402
PetMcc_40_N16,68,5-7y,238,0.638430532816215,1.1378827547203791,2.3627022636578214,2.0890888859881813,2.8946715263341276
PetMcc_40_N19,68,5-7y,116,1.5396136290948377,2.0666927274444316,1.9738449968369693,2.312632342794681,2.375697375518926
PetMcc_40_N20,68,5-7y,71,0.028028428547331268,0.4312074444481089,0.6547166650292364,1.2589975943333038,1.5076796927688847
PetMcc_40_N21,68,5-7y,91,1.0396549517084903,-0.5219362921697656,0.44749165176509115,0.13688556811968264,1.952559536871629
PetMcc_41_N1,77,5-7y,57,-0.10273041960004603,0.8599411163424645,1.133974483655468,0.8796167363685369,
PetMcc_41_N2,77,5-7y,72,0.5339306641584988,1.2557953460086413,1.0716816841763566,1.6904007648600887,
PetMcc_41_N3,77,5-7y,238,-0.0648030710639065,0.45240264945814196,0.36826161679528485,-0.19954784738757936,1.053705197713265
PetMcc_41_N4,77,5-7y,164,-0.9785581241985454,-0.6585153602963714,0.6753909417770735,0.3510529796573812,1.0616005550493155
PetMcc_41_N5,77,5-7y,131,1.1885039964415194,1.0560315312005988,0.8040844984801753,2.232631109243609,1.881516103422646
