doc_id,age_months,age_group,token_count,baseline_nll,tail_share_lag33_128,tail_share_lag49_128,tail_share_lag65_128,gini,top1_share,top3_share,effective_support,n_positive_bins
ECSC_1092_1_74F_1092_YR1,74,6yr,555,2.665555834770202,0.16059980986475025,0.07662542647150991,0.061213493268949586,0.3664147096272026,0.18538488947801673,0.49328827740884357,8.665502985659826,11
ECSC_1092_2_74F_1092_YR2,74,6yr,675,2.6230876088142394,0.2186298117289627,0.1250744863547775,0.10896856749642675,0.3490198184722624,0.22404602551036376,0.4798135335378597,8.788662904530247,11
ECSC_1092_3_74F_1092_YR3,74,6yr,568,3.1621939897537232,0.237090661442891,0.1794633369932089,0.13352945114630232,0.26313500024329595,0.244662942708406,0.4487687966462254,9.61389271956738,11
ECSC_2018_1_74F_2018_YR1,74,6yr,185,2.170302894711494,0.10216194372721629,0.04092550055118713,0.01533877506192419,0.40292862369854876,0.20737500019927133,0.5606164237330099,8.198087778971475,11
ECSC_2018_2_74F_2018_YR2,74,6yr,239,3.1842857614159583,0.09043749076011019,0.061712224306548,0.06154624285115646,0.44567404558267,0.2063280127602084,0.5994744572464978,7.709842328808333,11
ECSC_2029_1_74F_2029_YR1,74,6yr,451,3.238493466377258,0.23684894097243056,0.1651845764182666,0.13611925754056234,0.2893906642257227,0.19377647932605888,0.4796310019884553,9.567158980094229,11
ECSC_2029_2_74F_2029_YR2,74,6yr,449,2.7732439279556274,0.15613870576298436,0.10730349397732272,0.048268646713210614,0.320711158150224,0.1660676213221518,0.4662928585406578,9.01220541436943,10
ECSC_1072_1_74M_1072_YR1,74,6yr,396,2.500042203068733,0.2598711501626832,0.172806804819745,0.1370961521729785,0.24794899579241458,0.15414167730636036,0.4489484022517804,9.968511659824719,11
ECSC_1072_2_74M_1072_YR2,74,6yr,353,2.3530778657644986,0.12442291060435014,0.09188784399218342,0.053243113744397226,0.4112523258208407,0.27554639924738333,0.5464441313356783,8.2467522005492,11
ECSC_1072_3_74M_1072_YR3,74,6yr,272,2.4164586633443834,0.2683262006117537,0.16147161706752003,0.08635440996399847,0.2676630718830906,0.21522057293348915,0.43762829072425485,9.699167903673077,11
ECSC_1025_1_75F_1025_YR1,75,6yr,256,3.1050512075424193,0.1519695720139894,0.11601818717597642,0.0943746177664117,0.34087187920683126,0.18511794291458364,0.4883349739325401,9.065487897683152,11
ECSC_1025_2_75F_1025_YR2,75,6yr,541,2.61132435798645,0.23074081735482904,0.15380889723140873,0.09474487679355688,0.28921823757728027,0.18740075111716484,0.4724207957702755,9.648235582557865,11
ECSC_1025_3_75F_1025_YR3,75,6yr,183,3.264412021636963,0.06003047623935317,-0.011293228238463184,-0.03290458018987805,0.439212282688102,0.24395847987572541,0.5505884744733899,7.6219199662551835,9
